Id	Term	Level	Sponsored
942	adult game strip poker	2	0
943	adult game to download	2	0
944	adult game vault	2	0
945	adult games	2	0
946	adult games free	2	0
947	adult gay movie	2	0
948	adult gay movies	2	0
949	adult gay porn	2	0
950	adult gay sex	2	0
951	adult gay sex stories	2	0
952	adult gay video	2	0
953	adult gay videos	2	0
954	adult gift	2	0
955	adult girls having sex	2	0
956	adult glory holes	2	0
957	adult granny porno pics	2	0
958	adult granny porno site	2	0
959	adult greeding cards	2	0
960	adult greeting card	2	0
961	adult greeting cards	2	0
962	adult greetings	2	0
963	adult group sex	2	0
964	adult group sex free	2	0
965	adult group sex pics	2	0
966	adult hand jobs	2	0
967	adult hard core porn	2	0
968	adult hard core sex	2	0
969	adult hardcore	2	0
970	adult hardcore images free	2	0
971	adult hardcore pictures	2	0
972	adult hardcore sex	2	0
973	adult help wanted	2	0
974	adult hentai	2	0
975	adult home made videos	2	0
976	adult home movies	2	0
977	adult home video	2	0
978	adult home videos	2	0
979	adult homemade videos	2	0
980	adult hosting	2	0
981	adult hosting web	2	0
982	adult hot porn	2	0
983	adult hot sex	2	0
984	adult humor videos	2	0
985	adult image	2	0
986	adult image galleries	2	0
987	adult image galleries bbw	2	0
988	adult image galleries free	2	0
989	adult image galleries free picks	2	0
990	adult image galleries hardcore free	2	0
991	adult image galleries mature	2	0
992	adult image gallery	2	0
993	adult image gallery free	2	0
994	adult image gallerys	2	0
995	adult images	2	0
996	adult images free	2	0
997	adult images hardcore	2	0
998	adult images/free	2	0
999	adult interactive	2	0
1000	adult interracial	2	0
1001	adult interracial sex	2	0
1002	adult jack rabbit toy	2	0
1003	adult japanese movie	2	0
1004	adult jobs	2	0
1005	adult jokes	2	0
1006	adult jokes cartoons	2	0
1007	adult kara	2	0
1008	adult kara playground	2	0
1009	adult key young nude pictures asians	2	0
1010	adult kindergarden pic	2	0
1011	adult lesbian porn	2	0
1012	adult lesbian sites	2	0
1013	adult lesbian videos	2	0
1014	adult lesbians	2	0
1015	adult letters	2	0
1016	adult lifestyle home page	2	0
1017	adult lingerie	2	0
1018	adult link	2	0
1019	adult link daily	2	0
1020	adult links	2	0
1021	adult links free	2	0
1022	adult links nude teens free	2	0
1023	adult links porn	2	0
1024	adult live cam	2	0
1025	adult live cams	2	0
1026	adult live chat	2	0
1027	adult live sex	2	0
1028	adult live web cam	2	0
1029	adult live web cams	2	0
1030	adult madrus movie world	2	0
1031	adult magazine	2	0
1032	adult magazine man	2	0
1033	adult magazine penthouse	2	0
1034	adult magazines	2	0
1035	adult magazines playboy	2	0
1036	adult magazines women	2	0
1037	adult magazinesdickhead	2	0
1038	adult male dvd movies	2	0
1039	adult male movies	2	0
1040	adult male porno stars	2	0
1041	adult male spanking	2	0
1042	adult male toys	2	0
1043	adult male weightroom xxx	2	0
1044	adult manga	2	0
1045	adult masterbation	2	0
1046	adult material	2	0
1047	adult mature	2	0
1048	adult mature sex	2	0
1049	adult membership	2	0
1050	adult men	2	0
1051	adult men sex with men pics	2	0
1052	adult merchandise	2	0
1053	adult mexican pussy	2	0
1054	adult milf	2	0
1055	adult milf video	2	0
1056	adult moves xxx	2	0
1057	adult movie	2	0
1058	adult movie acters actress	2	0
1059	adult movie clip	2	0
1060	adult movie clips	2	0
1061	adult movie clips free	2	0
1062	adult movie database	2	0
1063	adult movie db	2	0
1064	adult movie download	2	0
1065	adult movie downloads	2	0
1066	adult movie forum	2	0
1067	adult movie forums	2	0
1068	adult movie galleries	2	0
1069	adult movie links	2	0
1070	adult movie mpeg	2	0
1071	adult movie posters	2	0
1072	adult movie previews	2	0
1073	adult movie rental	2	0
1074	adult movie rentals	2	0
1075	adult movie review	2	0
1076	adult movie reviews	2	0
1077	adult movie samples	2	0
1078	adult movie search	2	0
1079	adult movie site	2	0
1080	adult movie sites	2	0
1081	adult movie stars	2	0
1082	adult movie station	2	0
1083	adult movie store	2	0
1084	adult movie stores	2	0
1085	adult movie theatres	2	0
1086	adult movie titles	2	0
1087	adult movie trailers	2	0
1088	adult movie websites	2	0
1089	adult movie.com	2	0
1090	adult movies	2	0
1091	adult movies by mail	2	0
1092	adult movies clips	2	0
1093	adult movies download	2	0
1094	adult movies for rent	2	0
1095	adult movies free	2	0
1096	adult movies no credit card	2	0
1097	adult movies on demand	2	0
1098	adult movies on dvd	2	0
1099	adult movies online	2	0
1100	adult movies pay per minute	2	0
1101	adult movies rentals	2	0
1102	adult movies sites	2	0
1103	adult movies store	2	0
1104	adult movies to buy	2	0
1105	adult movies trailer	2	0
1106	adult movies trailers	2	0
1107	adult movies video	2	0
1108	adult movies without credit card	2	0
1109	adult movies women fucking animals	2	0
1110	adult movies x rated	2	0
1111	adult movies xxx	2	0
1112	adult movies.com	2	0
1113	adult mpeg	2	0
1114	adult mpegs	2	0
1115	adult mpg	2	0
1116	adult network video	2	0
1117	adult news server	2	0
1118	adult newsgroups	2	0
1119	adult novelties	2	0
1120	adult novelties wholesale	2	0
1121	adult novelty	2	0
1122	adult novelty toys	2	0
1123	adult nude	2	0
1124	adult nude beaches	2	0
1125	adult nude cards	2	0
1126	adult nude galleries	2	0
1127	adult nude gallerys	2	0
1128	adult nude girls	2	0
1129	adult nude men	2	0
1130	adult nude models	2	0
1131	adult nude photograhy	2	0
1132	adult nude photography	2	0
1133	adult nude photos	2	0
1134	adult nude photos free	2	0
1135	adult nude pictures	2	0
1136	adult nude screen savers	2	0
1137	adult nude sex	2	0
1138	adult nude woman	2	0
1139	adult nude women	2	0
1140	adult nudes	2	0
1141	adult nudists	2	0
1142	adult nudity	2	0
1143	adult nudity.com	2	0
1144	adult nursing sex	2	0
1145	adult online gambling	2	0
1146	adult online sex games	2	0
1147	adult only	2	0
1148	adult onlydickman	2	0
1149	adult oral sex	2	0
1150	adult orgies	2	0
1151	adult orgy	2	0
1152	adult oriented	2	0
1153	adult palm	2	0
1154	adult pass	2	0
1155	adult pass links	2	0
1156	adult pass site	2	0
1157	adult pass words	2	0
1158	adult password	2	0
1159	adult password links	2	0
1160	adult password nude	2	0
1161	adult passwords	2	0
1162	adult pay per view	2	0
1163	adult pay per view movies	2	0
1164	adult pay site	2	0
1165	adult pc	2	0
1166	adult pen pal	2	0
1167	adult penis	2	0
1168	adult penpal	2	0
1169	adult penpal relationships	2	0
1170	adult persian	2	0
1171	adult personal sex ads	2	0
1172	adult personals	2	0
1173	adult personals ads	2	0
1174	adult personals free	2	0
1175	adult phone sex	2	0
1176	adult photo	2	0
1177	adult photo galleries	2	0
1178	adult photos	2	0
1179	adult photos xxx	2	0
1180	adult pic	2	0
1181	adult pic galleries	2	0
1182	adult pic gallery	2	0
1183	adult pics	2	0
1184	adult pics free	2	0
1185	adult pics of sailor moon	2	0
1186	adult picture	2	0
1187	adult picture galleries	2	0
1188	adult picture gallery	2	0
1189	adult picture post	2	0
1190	adult pictures	2	0
1191	adult pictures and movies	2	0
1192	adult pictures free	2	0
1193	adult pictures gallery	2	0
1194	adult pictures xxx	2	0
1195	adult pissing	2	0
1196	adult pix	2	0
1197	adult play games	2	0
1198	adult play toys	2	0
1199	adult playboy	2	0
1200	adult pleasure toys	2	0
1201	adult pleasures	2	0
1202	adult porn	2	0
1203	adult porn cartoons	2	0
1204	adult porn dvd	2	0
1205	adult porn dvds	2	0
1206	adult porn entertainment	2	0
1207	adult porn films	2	0
1208	adult porn free	2	0
1209	adult porn galleries	2	0
1210	adult porn gallerys	2	0
1211	adult porn games	2	0
1212	adult porn image gallery	2	0
1213	adult porn pictures free	2	0
1214	adult porn pictures.com	2	0
1215	adult porn reviews	2	0
1216	adult porn sex	2	0
1217	adult porn sights	2	0
1218	adult porn sites	2	0
1219	adult porn sites xxx	2	0
1220	adult porn star mall	2	0
1221	adult porn stars	2	0
1222	adult porn stores	2	0
1223	adult porn stories	2	0
1224	adult porn video	2	0
1225	adult porn websites	2	0
1226	adult porn xxx	2	0
1227	adult porn.com	2	0
1228	adult pornagrahy	2	0
1229	adult pornagraphy	2	0
1230	adult porne	2	0
1231	adult porno	2	0
1232	adult porno for free	2	0
1233	adult porno site	2	0
1234	adult porno sites	2	0
1235	adult porno.com	2	0
1236	adult program webmaster	2	0
1237	adult pussy 89	2	0
1238	adult raw sex	2	0
1239	adult rectal probes enemas erotic stories	2	0
1240	adult resources webmaster	2	0
1241	adult restraints	2	0
1242	adult review	2	0
1243	adult review site	2	0
1244	adult screen savers	2	0
1245	adult screensavers	2	0
1246	adult search	2	0
1247	adult search engine	2	0
1248	adult search engines	2	0
1249	adult seks	2	0
1250	adult series tgp	2	0
1251	adult services submission	2	0
1252	adult sex	2	0
1253	adult sex ads	2	0
1254	adult sex aids	2	0
1255	adult sex and porn pics	2	0
1256	adult sex blogs	2	0
1257	adult sex cam	2	0
1258	adult sex cartoon	2	0
1259	adult sex cartoon games	2	0
1260	adult sex cartoons	2	0
1261	adult sex chat	2	0
1262	adult sex chat rooms	2	0
1263	adult sex classifieds	2	0
1264	adult sex clothing	2	0
1265	adult sex dating	2	0
1266	adult sex doll	2	0
1267	adult sex dolls	2	0
1268	adult sex dvds for sale	2	0
1269	adult sex fantasies	2	0
1270	adult sex films	2	0
1271	adult sex finder	2	0
1272	adult sex finders	2	0
1273	adult sex flash games	2	0
1274	adult sex forums	2	0
1275	adult sex free	2	0
1276	adult sex friend finder	2	0
1277	adult sex fun	2	0
1278	adult sex galleries	2	0
1279	adult sex games	2	0
1280	adult sex games for pc	2	0
1281	adult sex games.com	2	0
1282	adult sex greeting cards	2	0
1283	adult sex groups	2	0
1284	adult sex guide	2	0
1285	adult sex huge cocks	2	0
1286	adult sex images	2	0
1287	adult sex items	2	0
1288	adult sex jobs	2	0
1289	adult sex jokes	2	0
1290	adult sex letters	2	0
1291	adult sex lists	2	0
1292	adult sex live	2	0
1293	adult sex mature	2	0
1294	adult sex moves	2	0
1295	adult sex movie	2	0
1296	adult sex movies	2	0
1297	adult sex novels	2	0
1298	adult sex only	2	0
1299	adult sex partner	2	0
1300	adult sex partners	2	0
1301	adult sex personals	2	0
1302	adult sex photo	2	0
1303	adult sex photos	2	0
1304	adult sex pic	2	0
1305	adult sex pics	2	0
1306	adult sex pictures	2	0
1307	adult sex poems	2	0
1308	adult sex porn	2	0
1309	adult sex porno	2	0
1310	adult sex portal	2	0
1311	adult sex products	2	0
1312	adult sex pron	2	0
1313	adult sex sights	2	0
1314	adult sex site	2	0
1315	adult sex sites	2	0
1316	adult sex sites free	2	0
1317	adult sex sites net	2	0
1318	adult sex slaves	2	0
1319	adult sex store	2	0
1320	adult sex stores	2	0
1321	adult sex stories	2	0
1322	adult sex stories archives	2	0
1323	adult sex stories for free	2	0
1324	adult sex stories free	2	0
1325	adult sex stories incest	2	0
1326	adult sex stories moderated	2	0
1327	adult sex talk	2	0
1328	adult sex tgp	2	0
1329	adult sex toy	2	0
1330	adult sex toy shop	2	0
1331	adult sex toy stores	2	0
1332	adult sex toys	2	0
1333	adult sex toys for men	2	0
1334	adult sex toys for sale	2	0
1335	adult sex toys.com	2	0
1336	adult sex vacations	2	0
1337	adult sex video	2	0
1338	adult sex video clips	2	0
1339	adult sex video trailers	2	0
1340	adult sex videos	2	0
1341	adult sex vidios	2	0
1342	adult sex vids	2	0
1343	adult sex web	2	0
1344	adult sex web sites	2	0
1345	adult sex websites	2	0
1346	adult sex xxx	2	0
1347	adult sex.com	2	0
1348	adult sexhound net	2	0
1349	adult sexl	2	0
1350	adult sexual	2	0
1351	adult sexual aids	2	0
1352	adult sexual entertainment	2	0
1353	adult sexual fantasy	2	0
1354	adult sexual material	2	0
1355	adult sexual pictures	2	0
1356	adult sexual stories	2	0
1357	adult sexual toys	2	0
1358	adult sexuality	2	0
1359	adult sexually explicite	2	0
1360	adult sexy	2	0
1361	adult sexy cards	2	0
1362	adult sexy clothing	2	0
1363	adult sexy costumes	2	0
1364	adult sexy lingerie	2	0
1365	adult sexy nipples	2	0
1366	adult shemale	2	0
1367	adult shemales	2	0
1368	adult shop	2	0
1369	adult shop toy	2	0
1370	adult shopping	2	0
1371	adult sights	2	0
1372	adult singles	2	0
1373	adult site	2	0
1374	adult site age identification	2	0
1375	adult sites	2	0
1376	adult sites xxx	2	0
1377	adult spanking	2	0
1378	adult spanking cards	2	0
1379	adult spanking chat	2	0
1380	adult spanking free	2	0
1381	adult spanking pictures	2	0
1382	adult spanking stories	2	0
1383	adult spanking videos	2	0
1384	adult spankings	2	0
1385	adult star	2	0
1386	adult stars	2	0
1387	adult store	2	0
1388	adult store toy	2	0
1389	adult store video	2	0
1390	adult stores	2	0
1391	adult stories	2	0
1392	adult stories free	2	0
1393	adult stories incest free xxx	2	0
1394	adult stories of incest	2	0
1395	adult stories rape gang prison	2	0
1396	adult stories sex incest free	2	0
1397	adult stories xxx	2	0
1398	adult streaming video	2	0
1399	adult streaming videos	2	0
1400	adult strippers	2	0
1401	adult superstore	2	0
1402	adult swim hentai	2	0
1403	adult swim nude	2	0
1404	adult swim porn	2	0
1405	adult swim sex	2	0
1406	adult swingers	2	0
1407	adult swingers sites	2	0
1408	adult teen incest	2	0
1409	adult teenville	2	0
1410	adult telephone numbers	2	0
1411	adult tgp	2	0
1412	adult theater sex	2	0
1413	adult thumb galleries	2	0
1414	adult thumbnail	2	0
1415	adult thumbnail galleries	2	0
1416	adult thumbnail pics	2	0
1417	adult thumbnails	2	0
1418	adult tits	2	0
1419	adult toons	2	0
1420	adult toons disney	2	0
1421	adult topics	2	0
1422	adult toy	2	0
1423	adult toy business	2	0
1424	adult toy catalogs	2	0
1425	adult toy chest	2	0
1426	adult toy parties	2	0
1427	adult toy party	2	0
1428	adult toy shop	2	0
1429	adult toy shops	2	0
1430	adult toy store	2	0
1431	adult toy store.com	2	0
1432	adult toy stores	2	0
1433	adult toy stores indiana	2	0
1434	adult toy vibrator	2	0
1435	adult toy wholesale	2	0
1436	adult toys	2	0
1437	adult toys and dvds	2	0
1438	adult toys and games	2	0
1439	adult toys and lingerie	2	0
1440	adult toys and movies	2	0
1441	adult toys and novelties	2	0
1442	adult toys and videos	2	0
1443	adult toys catalog	2	0
1444	adult toys dildos	2	0
1445	adult toys for men	2	0
1446	adult toys for women	2	0
1447	adult toys in philadelphia	2	0
1448	adult toys incest	2	0
1449	adult toys paypal	2	0
1450	adult toys shop	2	0
1451	adult toys store	2	0
1452	adult toys stores	2	0
1453	adult toys wholesale	2	0
1454	adult toys xxx	2	0
1455	adult toys.com	2	0
1456	adult tpg galleries	2	0
1457	adult traffic	2	0
1458	adult tranny	2	0
1459	adult underwear	2	0
1460	adult upskirt	2	0
1461	adult upskirt panties pussy free fuck	2	0
1462	adult usenet	2	0
1463	adult verification	2	0
1464	adult vhs	2	0
1465	adult vhs for sale	2	0
1466	adult vhs videos	2	0
1467	adult video	2	0
1468	adult video and dvd	2	0
1469	adult video arcades	2	0
1470	adult video awards	2	0
1471	adult video cam	2	0
1472	adult video cams	2	0
1473	adult video cartoons	2	0
1474	adult video chat	2	0
1475	adult video clips	2	0
1476	adult video club	2	0
1477	adult video distributors	2	0
1478	adult video download	2	0
1479	adult video for sale	2	0
1480	adult video gallery	2	0
1481	adult video game	2	0
1482	adult video games	2	0
1483	adult video humor	2	0
1484	adult video megaplex	2	0
1485	adult video news	2	0
1486	adult video on demand	2	0
1487	adult video online	2	0
1488	adult video orlando	2	0
1489	adult video planet	2	0
1490	adult video podcasts	2	0
1491	adult video post	2	0
1492	adult video rental	2	0
1493	adult video reviews	2	0
1494	adult video s	2	0
1495	adult video search	2	0
1496	adult video seka	2	0
1497	adult video sharing	2	0
1498	adult video shops	2	0
1499	adult video sites	2	0
1500	adult video star	2	0
1501	adult video stars	2	0
1502	adult video store	2	0
1503	adult video stores	2	0
1504	adult video tapes	2	0
1505	adult video teen sluts	2	0
1506	adult video trailers	2	0
1507	adult video universe discount	2	0
1508	adult video universe.com	2	0
1509	adult video venice fl	2	0
1510	adult video warehouse	2	0
1511	adult video websites	2	0
1512	adult video wholesale	2	0
1513	adult video xxx	2	0
1514	adult video.com	2	0
1515	adult videoes	2	0
1516	adult videogames	2	0
1517	adult videos	2	0
1518	adult videos atlanta ga	2	0
1519	adult videos for couples	2	0
1520	adult videos jennifer cox	2	0
1521	adult videos wholesale	2	0
1522	adult videos xxx	2	0
1523	adult videos.com	2	0
1524	adult vids	2	0
1525	adult vod	2	0
1526	adult voyeur sites	2	0
1527	adult watersports	2	0
1528	adult wavs	2	0
1529	adult web	2	0
1530	adult web cam	2	0
1531	adult web cam chat	2	0
1532	adult web cam live	2	0
1533	adult web cam sites	2	0
1534	adult web cams	2	0
1535	adult web cams.com	2	0
1536	adult web sex sites	2	0
1537	adult web sites	2	0
1538	adult webcam	2	0
1539	adult webcam chat	2	0
1540	adult webcam chat rooms	2	0
1541	adult webcam faq	2	0
1542	adult webcam.com	2	0
1543	adult webcams	2	0
1544	adult webmaster	2	0
1545	adult webmaster tool	2	0
1546	adult webmaster training	2	0
1547	adult webmasters	2	0
1548	adult websites	2	0
1549	adult women nude	2	0
1550	adult x rated e cards	2	0
1551	adult x rated pictures	2	0
1552	adult xrated videos	2	0
1553	adult xxx	2	0
1554	adult xxx downloads	2	0
1555	adult xxx dvd	2	0
1556	adult xxx dvds	2	0
1557	adult xxx entertainment	2	0
1558	adult xxx free	2	0
1559	adult xxx free pic	2	0
1560	adult xxx free pictures	2	0
1561	adult xxx galleries	2	0
1562	adult xxx games	2	0
1563	adult xxx greeting cards	2	0
1564	adult xxx jokes	2	0
1565	adult xxx magazines	2	0
1566	adult xxx movie	2	0
1567	adult xxx movies	2	0
1568	adult xxx movies.com	2	0
1569	adult xxx pantyhose	2	0
1570	adult xxx passwords	2	0
1571	adult xxx photos	2	0
1572	adult xxx pic	2	0
1573	adult xxx pics	2	0
1574	adult xxx pictures	2	0
1575	adult xxx rated movies	2	0
1576	adult xxx rated video	2	0
1577	adult xxx sex	2	0
1578	adult xxx sex stories	2	0
1579	adult xxx sites	2	0
1580	adult xxx stories	2	0
1581	adult xxx teen magazines	2	0
1582	adult xxx teens	2	0
1583	adult xxx tgp	2	0
1584	adult xxx tgp 5000	2	0
1585	adult xxx video	2	0
1586	adult xxx video clips	2	0
1587	adult xxx video sites	2	0
1588	adult xxx videos	2	0
1589	adult xxx.com	2	0
1590	adult xxx.comics	2	0
1591	adult xxxrated animals	2	0
1592	adult+cartoons	2	0
1593	adult+image+galleries+hardcore+free	2	0
1594	adult.comic galleries	2	0
1595	adult.comics tgp	2	0
1596	adult.comix galleries	2	0
1597	adult.comixxx	2	0
1598	adult.computer sex games	2	0
1599	adult.xxx	2	0
1600	adult/image galleries	2	0
1601	adult/movies	2	0
1602	adultactiocam	2	0
1603	adultaction cam	2	0
1604	adultactioncam	2	0
1605	adultactioncam.com	2	0
1606	adultactioncams	2	0
1607	adultactioncams.com	2	0
1608	adultactioncamz	2	0
1609	adultanimation	2	0
1610	adultanime	2	0
1611	adultbabies	2	0
1612	adultbaby	2	0
1613	adultbbw	2	0
1614	adultblackmovies	2	0
1615	adultbuffet	2	0
1616	adultbuffet.com	2	0
1617	adultcam	2	0
1618	adultcam.com	2	0
1619	adultcams.com	2	0
1620	adultcartoon	2	0
1621	adultcartoons	2	0
1622	adultcdmovies	2	0
1623	adultcdmovies.com	2	0
1624	adultchat	2	0
1625	adultchatrooms	2	0
1626	adultcheck and barely legal teens	2	0
1627	adultcheck and incest	2	0
1628	adultcheck animal sites	2	0
1629	adultcheck beastiality	2	0
1630	adultcheck disney	2	0
1631	adultcheck gold free pics free young	2	0
1632	adultcheck links beasteality	2	0
1633	adultcheck lolita young	2	0
1634	adultcheck men boy teen	2	0
1635	adultcheck panty	2	0
1636	adultcheck sites animal	2	0
1637	adultcheck teen	2	0
1638	adultcheck teen hardcore	2	0
1639	adultcheck teen live sex	2	0
1640	adultcheck teen pussy	2	0
1641	adultcheck teen sex	2	0
1642	adultcheck teenage	2	0
1643	adultcheck tennis celebs nude pics	2	0
1644	adultcheck twink teen	2	0
1645	adultcheck xxx teens with dildos	2	0
